gene	length	GC%
ATP6V1C2	128	78.90625
PDIA6	338	53.5502958579882
KCNF1	493	79.3103448275862
C2orf50	207	60.8695652173913
SLC66A3	175	81.1428571428571
ROCK2	500	79.2
E2F6	727	57.0839064649243
GREB1	371	47.1698113207547
NTSR2	66	74.2424242424242
LPIN1	277	55.956678700361
TRIB2	1372	61.0787172011662
LRATD1	257	69.2607003891051
NBAS	30	66.6666666666667
DDX1	65	72.3076923076923
MYCN	311	70.4180064308682
CYRIA	221	57.4660633484163
RAD51AP2	24	50
VSNL1	525	43.2380952380952
SMC6	277	62.0938628158845
GEN1	223	48.8789237668161
MSGN1	59	54.2372881355932
KCNS3	451	55.2106430155211
RDH14	81	71.6049382716049
NT5C1B-RDH14	94	39.3617021276596
NT5C1B	101	37.6237623762376
OSR1	315	67.9365079365079
TTC32	129	55.8139534883721
WDR35	90	64.4444444444444
MATN3	37	78.3783783783784
LAPTM4A	108	61.1111111111111
SDC1	391	75.1918158567775
PUM2	266	66.5413533834586
RHOB	392	74.7448979591837
HS1BP3	67	82.089552238806
GDF7	96	68.75
LDAH	67	65.6716417910448
APOB	128	76.5625
TDRD15	279	40.8602150537634
KLHL29	755	75.7615894039735
ATAD2B	353	72.5212464589235
UBXN2A	200	72.5
MFSD2B	16	81.25
WDCP	96	48.9583333333333
FKBP1B	119	79.8319327731092
SF3B6	97	55.6701030927835
FAM228B	97	65.979381443299
TP53I3	508	69.8818897637795
PFN4	229	69.8689956331878
RP11-507M3.1	89	44.9438202247191
FAM228A	136	75.7352941176471
ITSN2	266	73.3082706766917
NCOA1	711	46.2728551336146
PTRHD1	14	64.2857142857143
CENPO	329	64.1337386018237
ADCY3	852	63.6150234741784
DNAJC27	51	70.5882352941177
EFR3B	237	80.168776371308
POMC	456	67.3245614035088
DNMT3A	338	68.9349112426035
DTNB	250	80
ASXL2	265	67.5471698113208
KIF3C	580	67.9310344827586
RAB10	525	70.0952380952381
GAREM2	1756	51.9362186788155
HADHA	76	61.8421052631579
HADHB	251	66.9322709163347
ADGRF3	527	61.2903225806452
SELENOI	147	66.6666666666667
DRC1	70	67.1428571428571
OTOF	185	67.027027027027
FAM166C	102	69.6078431372549
CIB4	52	55.7692307692308
KCNK3	154	89.6103896103896
SLC35F6	66	77.2727272727273
CENPA	141	70.9219858156028
DPYSL5	127	81.1023622047244
MAPRE3	173	77.4566473988439
TMEM214	51	76.4705882352941
AGBL5	194	72.1649484536082
OST4	187	73.7967914438503
EMILIN1	451	67.4057649667406
KHK	513	64.9122807017544
CGREF1	294	80.6122448979592
ABHD1	134	70.8955223880597
PREB	215	71.6279069767442
PRR30	526	56.0836501901141
TCF23	130	60.7692307692308
SLC5A6	456	62.9385964912281
ATRAID	173	69.9421965317919
CAD	183	70.4918032786885
SLC30A3	141	75.886524822695
DNAJC5G	406	55.4187192118227
TRIM54	270	52.962962962963
UCN	299	63.8795986622074
MPV17	1230	47.3170731707317
GTF3C2	430	58.3720930232558
EIF2B4	313	70.926517571885
SNX17	248	65.7258064516129
ZNF513	208	80.7692307692308
PPM1G	169	78.1065088757396
NRBP1	832	53.8461538461538
KRTCAP3	47	85.1063829787234
IFT172	86	61.6279069767442
FNDC4	347	79.2507204610951
GCKR	66	56.0606060606061
C2orf16	41	51.219512195122
ZNF512	476	53.1512605042017
CCDC121	181	46.9613259668508
GPN1	21	47.6190476190476
SUPT7L	375	57.0666666666667
SLC4A1AP	282	51.7730496453901
MRPL33	39	64.1025641025641
RBKS	21	61.9047619047619
BABAM2	138	63.0434782608696
FOSL2	863	68.4820393974508
PLB1	55	60
PPP1CB	295	67.7966101694915
SPDYA	206	61.1650485436893
TRMT61B	32	62.5
WDR43	32	68.75
TOGARAM2	351	62.3931623931624
PCARE	262	41.2213740458015
CLIP4	266	80.0751879699248
ALK	927	66.0194174757282
YPEL5	504	48.8095238095238
LBH	205	67.3170731707317
LCLAT1	209	60.7655502392344
CAPN13	177	57.6271186440678
GALNT14	464	45.6896551724138
CAPN14	112	56.25
EHD3	470	70.6382978723404
XDH	76	53.9473684210526
SRD5A2	38	78.9473684210526
MEMO1	310	74.5161290322581
DPY30	109	66.0550458715596
SPAST	276	73.5507246376812
SLC30A6	37	62.1621621621622
NLRC4	246	37.3983739837398
YIPF4	252	70.2380952380952
BIRC6	134	72.3880597014925
TTC27	197	56.3451776649746
LTBP1	372	79.8387096774193
RASGRP3	652	38.6503067484663
FAM98A	70	57.1428571428571
CRIM1	515	79.0291262135922
FEZ2	49	89.7959183673469
VIT	302	39.4039735099338
STRN	73	78.0821917808219
HEATR5B	126	57.1428571428571
GPATCH11	67	62.6865671641791
EIF2AK2	384	66.6666666666667
SULT6B1	30	53.3333333333333
CEBPZOS	26	65.3846153846154
CEBPZ	29	62.0689655172414
NDUFAF7	48	62.5
PRKD3	808	41.9554455445545
QPCT	102	69.6078431372549
CDC42EP3	418	54.3062200956938
RMDN2	147	42.8571428571429
CYP1B1	373	63.8069705093834
ATL2	13	38.4615384615385
HNRNPLL	302	74.5033112582781
GALM	48	58.3333333333333
SRSF7	159	62.2641509433962
GEMIN6	91	49.4505494505495
DHX57	154	65.5844155844156
MORN2	278	49.6402877697842
ARHGEF33	270	46.2962962962963
SOS1	629	80.4451510333863
MAP4K3	298	77.8523489932886
TMEM178A	58	81.0344827586207
THUMPD2	19	84.2105263157895
SLC8A1	190	56.8421052631579
PKDCC	179	85.4748603351955
EML4	259	72.972972972973
COX7A2L	830	58.9156626506024
KCNG3	481	79.6257796257796
MTA3	670	56.2686567164179
OXER1	82	57.3170731707317
HAAO	47	76.5957446808511
ZFP36L2	291	76.6323024054983
THADA	148	50.6756756756757
PLEKHH2	123	74.7967479674797
C1GALT1C1L	107	69.1588785046729
DYNC2LI1	75	66.6666666666667
ABCG5	160	63.125
ABCG8	83	62.6506024096386
LRPPRC	42	69.0476190476191
PPM1B	412	67.2330097087379
RP11-24I5.1	438	67.5799086757991
SLC3A1	56	53.5714285714286
PREPL	959	36.9134515119917
CAMKMT	61	70.4918032786885
SIX3	403	60.545905707196
SIX2	342	78.9473684210526
SRBD1	49	67.3469387755102
PRKCE	426	67.1361502347418
EPAS1	505	66.5346534653465
TMEM247	21	57.1428571428571
ATP6V1E2	1114	48.294434470377
RHOQ	557	85.6373429084381
PIGF	93	61.2903225806452
CRIPT	68	58.8235294117647
SOCS5	172	68.0232558139535
MCFD2	180	53.8888888888889
TTC7A	318	78.3018867924528
STPG4	36	61.1111111111111
CALM2	408	47.0588235294118
EPCAM	195	77.948717948718
MSH2	73	58.9041095890411
KCNK12	654	78.1345565749236
MSH6	680	52.0588235294118
FBXO11	778	67.0951156812339
FOXN2	289	52.5951557093426
PPP1R21	185	75.6756756756757
STON1	195	62.0512820512821
STON1-GTF2A1L	114	44.7368421052632
GTF2A1L	19	63.1578947368421
RP11-310N16.1	53	66.0377358490566
LHCGR	53	66.0377358490566
FSHR	98	43.8775510204082
NRXN1	1502	53.1957390146471
CHAC2	83	69.8795180722892
ERLEC1	167	70.059880239521
GPR75	249	61.0441767068273
PSME4	209	77.9904306220096
ACYP2	212	69.811320754717
TSPYL6	78	60.2564102564103
C2orf73	92	67.3913043478261
SPTBN1	249	73.4939759036145
EML6	792	72.7272727272727
RTN4	151	70.8609271523179
CLHC1	326	42.9447852760736
RPS27A	147	56.4625850340136
MTIF2	299	49.1638795986622
CCDC88A	777	57.5289575289575
CFAP36	156	62.8205128205128
PPP4R3B	337	64.0949554896143
PNPT1	21	71.4285714285714
EFEMP1	436	69.0366972477064
CCDC85A	635	74.6456692913386
VRK2	939	44.7284345047923
FANCL	37	51.3513513513513
BCL11A	384	50.2604166666667
PAPOLG	211	54.0284360189574
REL	320	72.8125
PUS10	263	49.0494296577947
PEX13	40	70
KIAA1841	303	59.7359735973597
C2orf74	232	47.4137931034483
USP34	395	78.4810126582278
XPO1	676	59.7633136094675
CCT4	149	64.4295302013423
COMMD1	32	71.875
B3GNT2	250	74.8
TMEM17	66	69.6969696969697
EHBP1	482	55.8091286307054
OTX1	276	66.6666666666667
WDPCP	3551	36.0461841734723
MDH1	435	55.1724137931034
UGP2	149	56.3758389261745
VPS54	511	76.1252446183953
PELI1	409	68.4596577017115
LGALSL	384	79.6875
AFTPH	340	67.0588235294118
SERTAD2	298	68.7919463087248
SLC1A4	245	70.2040816326531
CEP68	159	64.7798742138365
RAB1A	191	62.82722513089
ACTR2	79	67.0886075949367
SPRED2	612	69.6078431372549
MEIS1	299	43.4782608695652
ETAA1	113	57.5221238938053
C1D	56	60.7142857142857
WDR92	84	57.1428571428571
RP11-474G23.1	219	51.1415525114155
PNO1	47	61.7021276595745
PPP3R1	405	73.0864197530864
CNRIP1	549	69.9453551912568
PLEK	70	60
FBXO48	444	43.9189189189189
APLF	129	68.9922480620155
PROKR1	430	64.8837209302326
ARHGAP25	389	47.0437017994859
BMP10	39	58.974358974359
GKN2	19	57.8947368421053
GKN1	63	39.6825396825397
ANTXR1	321	65.1090342679128
GFPT1	156	73.0769230769231
NFU1	583	56.9468267581475
AAK1	399	59.8997493734336
ANXA4	88	61.3636363636364
GMCL1	233	71.244635193133
SNRNP27	29	55.1724137931034
MXD1	290	71.3793103448276
ASPRV1	195	64.1025641025641
PCBP1	267	80.1498127340824
C2orf42	328	44.2073170731707
TIA1	198	60.6060606060606
PCYOX1	28	67.8571428571429
SNRPG	768	41.2760416666667
FAM136A	56	80.3571428571429
TGFA	59	71.1864406779661
ADD2	468	60.042735042735
FIGLA	5	80
CLEC4F	76	63.1578947368421
CD207	40	57.5
ATP6V1B1	55	67.2727272727273
AC007040.11	579	69.2573402417962
ANKRD53	266	75.187969924812
TEX261	116	85.3448275862069
NAGK	36	69.4444444444444
MCEE	743	55.4508748317631
MPHOSPH10	32	56.25
PAIP2B	187	55.0802139037433
ZNF638	630	42.2222222222222
DYSF	438	69.634703196347
CYP26B1	28	71.4285714285714
EXOC6B	123	73.1707317073171
SPR	25	76
EMX1	334	78.4431137724551
SFXN5	7	71.4285714285714
RAB11FIP5	171	77.1929824561403
NOTO	93	62.3655913978495
SMYD5	22	68.1818181818182
PRADC1	79	79.746835443038
CCT7	371	54.4474393530997
FBXO41	457	79.2122538293217
EGR4	75	65.3333333333333
ALMS1	33	66.6666666666667
NAT8	179	55.8659217877095
TPRKB	121	55.3719008264463
DUSP11	6	66.6666666666667
C2orf78	121	54.5454545454545
STAMBP	1881	46.9962785752259
ACTG2	643	53.9657853810264
DGUOK	31	58.0645161290323
TET3	672	67.4107142857143
BOLA3	38	73.6842105263158
MOB1A	205	71.219512195122
MTHFD2	27	77.7777777777778
SLC4A5	398	49.748743718593
DCTN1	318	61.3207547169811
RP11-523H20.5	470	66.1702127659574
C2orf81	692	55.4913294797688
WDR54	88	64.7727272727273
RTKN	586	63.3105802047782
INO80B	30	53.3333333333333
INO80B-WBP1	29	55.1724137931034
WBP1	203	66.0098522167488
MOGS	135	71.8518518518519
MRPL53	20	75
CCDC142	161	63.9751552795031
TTC31	9	55.5555555555556
LBX2	457	68.7089715536105
PCGF1	27	59.2592592592593
TLX2	357	73.109243697479
DQX1	115	57.3913043478261
AUP1	131	73.2824427480916
HTRA2	74	71.6216216216216
LOXL3	79	62.0253164556962
DOK1	504	70.4365079365079
M1AP	118	62.7118644067797
SEMA4F	130	72.3076923076923
HK2	454	66.7400881057269
POLE4	37	78.3783783783784
TACR1	586	55.1194539249147
EVA1A	451	64.7450110864745
MRPL19	25	56
GCFC2	60	73.3333333333333
LRRTM4	415	46.2650602409639
REG3G	183	47.5409836065574
REG1B	81	48.1481481481481
REG1A	73	45.2054794520548
REG3A	348	51.1494252873563
CTNNA2	724	47.6519337016575
LRRTM1	638	64.1065830721003
SUCLG1	16	56.25
DNAH6	94	54.2553191489362
TRABD2A	206	80.0970873786408
TMSB10	78	53.8461538461538
KCMF1	291	82.8178694158076
TCF7L1	293	83.9590443686007
TGOLN2	334	66.1676646706587
RETSAT	21	80.9523809523809
ELMOD3	2207	50.2038966923425
CAPG	63	58.7301587301587
SH2D6	883	57.4178935447339
MAT2A	120	67.5
GGCX	65	64.6153846153846
VAMP8	54	59.2592592592593
VAMP5	60	80
RNF181	39	69.2307692307692
TMEM150A	468	64.1025641025641
USP39	10	60
C2orf68	82	75.609756097561
SFTPB	136	54.4117647058823
GNLY	282	60.9929078014184
ATOH8	199	77.8894472361809
POLR1A	110	52.7272727272727
PTCD3	13	30.7692307692308
IMMT	80	68.75
MRPL35	34	61.7647058823529
REEP1	116	81.0344827586207
KDM3A	96	71.875
CHMP3	95	70.5263157894737
RNF103-CHMP3	243	59.6707818930041
RNF103	979	72.829417773238
RMND5A	377	77.7188328912467
CD8A	1031	63.5305528612997
CD8B	21	80.9523809523809
RGPD1	119	64.7058823529412
PLGLB1	61	52.4590163934426
PLGLB2	67	50.7462686567164
RGPD2	223	64.1255605381166
KRCC1	448	47.3214285714286
SMYD1	40	52.5
FABP1	32	56.25
THNSL2	123	81.3008130081301
FOXI3	158	81.6455696202532
TEX37	144	62.5
EIF2AK3	1031	48.1086323957323
RPIA	26	80.7692307692308
IGKV4-1	175	47.4285714285714
IGKV5-2	63	46.031746031746
IGKV1-5	181	57.4585635359116
IGKV1-6	29	62.0689655172414
IGKV3-7	97	59.7938144329897
IGKV1-8	53	54.7169811320755
IGKV1-9	58	53.448275862069
IGKV3-11	47	61.7021276595745
IGKV1-12	47	59.5744680851064
IGKV3-15	97	59.7938144329897
IGKV1-16	27	55.5555555555556
IGKV1-17	27	55.5555555555556
IGKV3-20	52	59.6153846153846
IGKV6-21	64	43.75
IGKV2-24	30	46.6666666666667
IGKV1-27	31	54.8387096774194
IGKV2-28	30	50
IGKV2-30	30	50
IGKV1-33	31	61.2903225806452
IGKV1-37	47	63.8297872340426
IGKV1-39	47	63.8297872340426
IGKV1D-39	23	56.5217391304348
IGKV1D-33	89	57.3033707865169
IGKV2D-30	35	48.5714285714286
IGKV2D-29	30	46.6666666666667
IGKV2D-28	36	47.2222222222222
IGKV2D-26	30	50
IGKV2D-24	30	46.6666666666667
IGKV6D-21	67	44.7761194029851
IGKV3D-20	97	61.8556701030928
IGKV6D-41	26	38.4615384615385
IGKV1D-17	181	58.0110497237569
IGKV1D-16	27	55.5555555555556
IGKV3D-15	49	61.2244897959184
IGKV1D-13	25	60
IGKV1D-12	20	60
IGKV3D-11	97	59.7938144329897
IGKV1D-42	20	60
IGKV1D-43	181	56.353591160221
IGKV1D-8	181	56.9060773480663
IGKV3D-7	25	56
TEKT4	150	67.3333333333333
MAL	85	74.1176470588235
MRPS5	17	76.4705882352941
ZNF514	704	73.8636363636364
ZNF2	522	59.0038314176245
AC092835.2	281	70.1067615658363
PROM2	137	59.8540145985402
KCNIP3	92	61.9565217391304
FAHD2A	171	69.0058479532164
TRIM43B	130	46.1538461538462
TRIM43	153	47.0588235294118
ANKRD36C	85	56.4705882352941
GPAT2	460	62.1739130434783
ADRA2B	422	74.4075829383886
ASTL	66	54.5454545454545
DUSP2	86	70.9302325581395
STARD7	393	72.0101781170484
TMEM127	260	73.8461538461539
CIAO1	126	75.3968253968254
SNRNP200	109	68.8073394495413
ITPRIPL1	385	54.025974025974
NCAPH	64	59.375
NEURL3	712	68.8202247191011
ARID5A	1177	65.7604078164826
KANSL3	80	63.75
LMAN2L	1	100
CNNM4	98	81.6326530612245
CNNM3	10	80
ANKRD23	29	68.9655172413793
ANKRD39	27	81.4814814814815
SEMA4C	242	79.3388429752066
FAM178B	267	68.1647940074906
FAHD2B	314	62.4203821656051
ANKRD36	522	68.9655172413793
ANKRD36B	1324	46.2235649546828
COX5B	25	56
ACTR1B	154	82.4675324675325
C2orf92	187	55.0802139037433
ZAP70	199	64.8241206030151
TMEM131	286	76.2237762237762
VWA3B	280	65
CNGA3	116	62.9310344827586
INPP4A	393	67.6844783715013
COA5	107	70.0934579439252
UNC50	1130	56.8141592920354
MGAT4A	364	41.2087912087912
CRACDL	298	77.8523489932886
TSGA10	870	45.2873563218391
RP11-111H13.1	636	58.3333333333333
C2orf15	516	50.7751937984496
LIPT1	224	64.2857142857143
RP11-38C17.1	207	60.3864734299517
MITD1	53	54.7169811320755
MRPL30	93	49.4623655913978
LYG2	145	46.8965517241379
LYG1	317	46.0567823343849
TXNDC9	127	55.9055118110236
EIF5B	166	62.6506024096386
REV1	211	78.1990521327014
AFF3	334	58.3832335329341
LONRF2	408	75.2450980392157
CHST10	398	71.8592964824121
NMS	7	42.8571428571429
PDCL3	75	61.3333333333333
NPAS2	298	79.5302013422819
RPL31	11	45.4545454545455
TBC1D8	129	82.1705426356589
CNOT11	79	77.2151898734177
RNF149	113	68.141592920354
CREG2	46	78.2608695652174
RFX8	529	56.1436672967864
MAP4K4	378	76.7195767195767
IL1R2	113	61.0619469026549
IL1R1	358	72.3463687150838
IL1RL2	76	60.5263157894737
IL1RL1	339	43.0678466076696
IL18R1	633	63.1911532385466
IL18RAP	589	39.3887945670628
SLC9A4	534	44.1947565543071
SLC9A2	296	76.3513513513514
MFSD9	78	82.051282051282
TMEM182	187	35.2941176470588
POU3F3	1396	64.6848137535817
MRPS9	24	62.5
GPR45	116	60.3448275862069
TGFBRAP1	128	84.375
C2orf49	48	68.75
FHL2	470	58.936170212766
NCK2	427	65.1053864168618
ECRG4	231	41.5584415584416
UXS1	60	81.6666666666667
RGPD3	125	66.4
CD8B2	63	82.5396825396825
ST6GAL2	611	73.1587561374795
RGPD4	122	65.5737704918033
SLC5A7	291	67.6975945017182
SULT1C3	123	55.2845528455285
SULT1C2	453	53.4216335540839
SULT1C4	384	54.1666666666667
GCC2	69	75.3623188405797
LIMS1	208	81.25
RANBP2	125	69.6
CCDC138	52	61.5384615384615
EDAR	444	58.7837837837838
SH3RF3	336	76.4880952380952
SEPTIN10	316	74.0506329113924
SOWAHC	126	78.5714285714286
RGPD5	161	71.4285714285714
LIMS3	82	57.3170731707317
AC013271.7	297	52.8619528619529
MALL	30	80
MTLN	1400	48.0714285714286
AC108938.5	297	52.8619528619529
LIMS4	82	57.3170731707317
RGPD6	198	68.6868686868687
BUB1	68	64.7058823529412
ACOXL	258	68.9922480620155
BCL2L11	288	65.9722222222222
ANAPC1	276	62.3188405797101
MERTK	129	68.2170542635659
TMEM87B	323	70.2786377708978
FBLN7	271	77.1217712177122
ZC3H8	61	59.0163934426229
ZC3H6	394	65.989847715736
RGPD8	192	69.2708333333333
TTL	189	87.8306878306878
POLR1B	30	70
CHCHD5	53	67.9245283018868
SLC20A1	457	53.1728665207877
NT5DC4	51	47.0588235294118
CKAP2L	11	45.4545454545455
IL1A	59	49.1525423728814
IL1B	87	51.7241379310345
IL37	134	47.0149253731343
IL36G	92	52.1739130434783
IL36A	413	50.1210653753027
IL36B	108	49.0740740740741
IL36RN	133	54.8872180451128
IL1F10	421	58.4323040380047
IL1RN	345	49.8550724637681
PSD4	195	58.4615384615385
PAX8	263	68.8212927756654
CBWD2	178	69.1011235955056
FOXD4L1	592	53.2094594594595
RABL2A	302	62.2516556291391
SLC35F5	233	72.5321888412017
ACTR3	191	65.9685863874346
DPP10	138	53.6231884057971
DDX18	87	55.1724137931034
CCDC93	138	72.463768115942
INSIG2	209	50.7177033492823
EN1	481	52.3908523908524
MARCO	107	51.4018691588785
C1QL2	482	77.8008298755187
STEAP3	448	61.1607142857143
C2orf76	522	56.1302681992337
DBI	236	62.7118644067797
TMEM37	50	78
SCTR	257	78.5992217898833
TMEM177	473	58.985200845666
PTPN4	480	68.75
EPB41L5	142	66.9014084507042
TMEM185B	424	75.4716981132076
RALB	176	68.75
INHBB	53	83.0188679245283
GLI2	448	71.875
TFCP2L1	93	79.5698924731183
CLASP1	390	46.4102564102564
NIFK	25	64
TSN	235	71.9148936170213
CNTNAP5	364	63.1868131868132
GYPC	956	55.5439330543933
TEX51	23	56.5217391304348
BIN1	345	78.5507246376812
CYP27C1	29	58.6206896551724
ERCC3	58	68.9655172413793
MAP3K2	589	72.3259762308998
PROC	87	62.0689655172414
IWS1	281	67.2597864768683
MYO7B	53	60.377358490566
LIMS2	636	60.062893081761
GPR17	611	60.0654664484452
WDR33	183	56.2841530054645
SFT2D3	32	53.125
POLR2D	55	83.6363636363636
AMMECR1L	243	57.6131687242798
SAP130	132	81.0606060606061
UGGT1	158	70.8860759493671
HS6ST1	305	83.9344262295082
RAB6C	450	71.3333333333333
POTEF	400	59
CCDC74B	138	73.9130434782609
SMPD4	1149	70.3220191470844
MZT2B	26	80.7692307692308
TUBA3E	79	62.0253164556962
CCDC115	470	52.3404255319149
IMP4	36	61.1111111111111
PTPN18	52	84.6153846153846
POTEI	93	52.6881720430108
CFC1B	263	51.7110266159696
CFC1	288	53.4722222222222
POTEJ	93	52.6881720430108
GPR148	82	57.3170731707317
AMER3	154	62.987012987013
ARHGEF4	40	82.5
FAM168B	258	76.3565891472868
PLEKHB2	560	56.0714285714286
POTEE	628	57.6433121019108
RAB6D	448	70.5357142857143
TUBA3D	81	64.1975308641975
CCDC74A	138	73.9130434782609
ANKRD30BL	247	60.7287449392713
GPR39	238	52.5210084033613
LYPD1	273	75.0915750915751
NCKAP5	377	45.6233421750663
MGAT5	332	43.3734939759036
TMEM163	65	76.9230769230769
ACMSD	296	44.9324324324324
CCNT2	33	60.6060606060606
MAP3K19	686	40.0874635568513
RAB3GAP1	16	75
ZRANB3	1697	42.0153211549794
R3HDM1	399	52.3809523809524
UBXN4	75	72
LCT	15	33.3333333333333
MCM6	78	57.6923076923077
DARS1	158	67.7215189873418
CXCR4	304	38.4868421052632
THSD7B	178	61.7977528089888
HNMT	19	31.5789473684211
SPOPL	410	69.0243902439024
NXPH2	149	73.1543624161074
LRP1B	287	63.4146341463415
KYNU	92	41.304347826087
ARHGAP15	177	38.9830508474576
GTDC1	224	51.7857142857143
ZEB2	493	50.3042596348884
ACVR2A	124	52.4193548387097
ORC4	286	52.7972027972028
MBD5	1518	46.1133069828722
EPC2	267	75.6554307116105
KIF5C	391	77.4936061381074
LYPD6B	169	70.414201183432
LYPD6	207	70.048309178744
MMADHC	505	53.2673267326733
RND3	250	42
RBM43	136	61.7647058823529
NMI	82	73.1707317073171
TNFAIP6	75	46.6666666666667
RIF1	483	67.7018633540373
NEB	192	44.7916666666667
ARL5A	245	77.5510204081633
CTD-2021K4.1	409	46.6992665036675
CACNB4	513	47.7582846003899
STAM2	121	71.0743801652893
FMNL2	430	77.2093023255814
PRPF40A	350	67.4285714285714
ARL6IP6	5	100
RPRM	197	71.5736040609137
GALNT13	558	62.1863799283154
KCNJ3	81	56.7901234567901
NR4A2	368	59.2391304347826
GPD2	372	66.3978494623656
GALNT5	378	55.026455026455
ERMN	234	47.8632478632479
CYTIP	69	47.8260869565217
ACVR1C	220	76.8181818181818
ACVR1	650	52.1538461538462
UPP2	46	73.9130434782609
CCDC148	314	59.8726114649682
PKP4	125	68
DAPL1	56	62.5
TANC1	268	61.9402985074627
WDSUB1	257	70.4280155642023
BAZ2B	352	43.75
MARCHF7	243	49.7942386831276
CD302	10	80
LY75-CD302	28	75
LY75	74	79.7297297297297
PLA2R1	212	73.1132075471698
ITGB6	209	33.9712918660287
RBMS1	444	69.8198198198198
TANK	97	54.639175257732
PSMD14	317	50.1577287066246
TBR1	114	44.7368421052632
SLC4A10	287	51.5679442508711
DPP4	234	70.9401709401709
GCG	99	48.4848484848485
FAP	118	43.2203389830509
IFIH1	377	66.0477453580902
GCA	117	66.6666666666667
KCNH7	249	63.4538152610442
FIGN	316	44.620253164557
GRB14	173	76.878612716763
COBLL1	222	81.981981981982
SLC38A11	331	64.6525679758308
SCN3A	475	38.7368421052632
SCN2A	150	37.3333333333333
CSRNP3	376	43.3510638297872
GALNT3	341	58.6510263929619
TTC21B	54	75.9259259259259
SCN1A	265	41.5094339622642
SCN9A	347	64.5533141210375
SCN7A	409	54.278728606357
XIRP2	96	46.875
B3GALT1	92	36.9565217391304
STK39	160	74.375
CERS6	200	78.5
NOSTRIN	476	48.109243697479
SPC25	127	62.992125984252
G6PC2	41	36.5853658536585
ABCB11	127	43.3070866141732
DHRS9	1503	36.9926813040586
LRP2	135	69.6296296296296
BBS5	60	63.3333333333333
RP11-724O16.1	74	63.5135135135135
KLHL41	77	50.6493506493506
FASTKD1	339	44.8377581120944
PPIG	348	61.7816091954023
CCDC173	78	60.2564102564103
PHOSPHO2	518	55.2123552123552
KLHL23	258	75.5813953488372
SSB	1909	41.0162388685175
METTL5	136	61.7647058823529
UBR3	54	59.2592592592593
MYO3B	141	41.1347517730496
SP5	176	79.5454545454545
ERICH2	53	56.6037735849057
GAD1	822	63.7469586374696
GORASP2	88	75
TLK1	405	73.5802469135803
METTL8	141	74.468085106383
DCAF17	352	71.0227272727273
CYBRD1	72	70.8333333333333
DYNC1I2	168	47.6190476190476
SLC25A12	30	70
HAT1	39	58.974358974359
METAP1D	17	64.7058823529412
DLX1	171	46.7836257309941
DLX2	362	70.7182320441989
ITGA6	203	78.8177339901478
PDK1	61	67.2131147540984
RAPGEF4	139	81.294964028777
MAP3K20	195	65.6410256410256
CDCA7	92	73.9130434782609
SP3	202	62.8712871287129
OLA1	81	71.6049382716049
SP9	139	72.6618705035971
CIR1	90	52.2222222222222
SCRN3	97	55.6701030927835
GPR155	188	61.1702127659574
WIPF1	242	50
CHRNA1	691	52.0984081041968
CHN1	469	74.2004264392324
ATF2	296	48.3108108108108
ATP5MC3	128	66.40625
LNPK	197	58.8832487309645
EVX2	137	48.9051094890511
HOXD13	170	75.2941176470588
HOXD12	7	57.1428571428571
HOXD11	76	71.0526315789474
HOXD10	56	41.0714285714286
HOXD9	50	76
HOXD8	662	74.6223564954683
HOXD3	326	56.7484662576687
HOXD4	84	36.9047619047619
HOXD1	134	73.134328358209
MTX2	235	71.9148936170213
HNRNPA3	76	57.8947368421053
NFE2L2	502	47.2111553784861
AGPS	30	73.3333333333333
TTC30B	33	51.5151515151515
TTC30A	41	58.5365853658537
PDE11A	99	62.6262626262626
OSBPL6	513	54.1910331384016
PRKRA	616	71.7532467532468
PJVK	414	57.0048309178744
FKBP7	101	70.2970297029703
PLEKHA3	413	74.3341404358354
TTN	225	47.1111111111111
CCDC141	122	46.7213114754098
SESTD1	359	76.8802228412256
ZNF385B	666	65.7657657657658
CWC22	544	50.5514705882353
UBE2E3	379	56.4643799472295
ITGA4	269	68.4014869888476
CERKL	515	39.6116504854369
NEUROD1	99	56.5656565656566
ITPRID2	193	60.1036269430052
PPP1R1C	243	47.7366255144033
PDE1A	201	41.7910447761194
DNAJC10	427	53.1615925058548
FRZB	85	72.9411764705882
NCKAP1	358	80.1675977653631
DUSP19	187	52.4064171122995
NUP35	15	60
ZNF804A	431	76.5661252900232
FSIP2	91	68.1318681318681
ZC3H15	123	66.6666666666667
ITGAV	283	75.9717314487633
FAM171B	114	78.9473684210526
ZSWIM2	40	77.5
CALCRL	506	37.1541501976285
TFPI	238	36.5546218487395
COL3A1	117	45.2991452991453
COL5A2	157	50.3184713375796
WDR75	11	54.5454545454545
SLC40A1	326	54.601226993865
ASNSD1	374	43.8502673796791
ASDURF	62	62.9032258064516
AC012488.3	2	0
ANKAR	196	59.6938775510204
OSGEPL1	343	52.7696793002915
ORMDL1	787	33.0368487928844
PMS1	954	55.2410901467505
C2orf88	411	62.5304136253041
MSTN	133	30.8270676691729
HIBCH	140	66.4285714285714
INPP1	581	67.4698795180723
MFSD6	324	66.0493827160494
NEMP2	67	68.6567164179104
NAB1	611	61.0474631751228
GLS	264	68.5606060606061
STAT1	366	63.9344262295082
STAT4	258	58.1395348837209
MYO1B	232	77.5862068965517
NABP1	479	59.2901878914405
CAVIN2	163	59.5092024539877
SLC39A10	275	50.9090909090909
DNAH7	126	69.8412698412698
STK17B	290	63.1034482758621
HECW2	256	54.296875
