V1	V2	gene
ENST00000351797.9|FAM114A2	0.883734194426943	FAM114A2
ENST00000519928.2|MFAP3	0.873238192513445	MFAP3
ENST00000297107.11|GALNT10	0.913115326165557	GALNT10
ENST00000297109.11|SAP30L	0.927187887666794	SAP30L
ENST00000231121.3|HAND1	0.935051919693659	HAND1
ENST00000518297.6|LARP1	0.926123735718004	LARP1
ENST00000326080.10|FAXDC2	0.913205976345083	FAXDC2
ENST00000517876.5|CNOT8	0.89503328438582	CNOT8
ENST00000285873.8|GEMIN5	0.881690145152242	GEMIN5
ENST00000523037.6|MRPL22	0.955398680461346	MRPL22
ENST00000435029.6|KIF4B	0.915975897128109	KIF4B
ENST00000435422.7|SGCD	0.902677897607748	SGCD
ENST00000522232.3|PPP1R2B	0.951053817606026	PPP1R2B
ENST00000274532.7|TIMD4	0.917499996322521	TIMD4
ENST00000339252.7|HAVCR1	0.885305588961699	HAVCR1
ENST00000307851.9|HAVCR2	0.864203097318049	HAVCR2
ENST00000286317.6|MED7	0.924458907393061	MED7
ENST00000422843.8|ITK	0.904832525142924	ITK
ENST00000302938.4|FAM71B	0.923790267213474	FAM71B
ENST00000620254.5|CYFIP2	0.955917863629331	CYFIP2
ENST00000519499.2|CTB-109A12.2	0.899811534889191	CTB-109A12.2
ENST00000312349.5|FNDC9	0.899811534889191	FNDC9
ENST00000257527.9|ADAM19	0.949036318101506	ADAM19
ENST00000311946.8|NIPAL4	0.953391472544505	NIPAL4
ENST00000265007.11|SOX30	0.935080782641756	SOX30
ENST00000409999.4|C5orf52	0.930877948911147	C5orf52
ENST00000231198.12|THG1L	0.86191952450993	THG1L
ENST00000286307.6|LSM11	0.952095049808166	LSM11
ENST00000523094.5|CLINT1	0.838945794611563	CLINT1
ENST00000313708.11|EBF1	0.813481591944147	EBF1
ENST00000611185.4|RNF145	0.946694365418685	RNF145
ENST00000296786.8|UBLCP1	0.91525768536619	UBLCP1
ENST00000231228.3|IL12B	0.898066261487813	IL12B
ENST00000306675.5|ADRA1B	0.88790893671188	ADRA1B
ENST00000682172.1|TTC1	0.963574193693266	TTC1
ENST00000456329.7|PWWP2A	0.929083033442861	PWWP2A
ENST00000644926.1|CCNJL	0.905245761031716	CCNJL
ENST00000652664.2|C1QTNF2	0.93056222169719	C1QTNF2
ENST00000408953.4|ZBED8	0.915173969074622	ZBED8
ENST00000297151.9|SLU7	0.906244982320281	SLU7
ENST00000393964.1|PTTG1	0.926549169264146	PTTG1
ENST00000327245.10|ATP10B	0.921962713611003	ATP10B
ENST00000274547.7|GABRB2	0.87558181110993	GABRB2
ENST00000274545.10|GABRA6	0.950552780120661	GABRA6
ENST00000428797.7|GABRA1	0.932633613127395	GABRA1
ENST00000639111.2|GABRG2	0.888035625210568	GABRG2
ENST00000340828.7|CCNG1	0.900597574382812	CCNG1
ENST00000302764.9|NUDCD2	0.867635673645534	NUDCD2
ENST00000393915.9|HMMR	0.940100778401751	HMMR
ENST00000518095.5|MAT2B	0.944874542066643	MAT2B
ENST00000519204.5|TENM2	0.90103854871584	TENM2
ENST00000265293.9|WWC1	0.931898293347947	WWC1
ENST00000231572.8|RARS1	0.943118548234177	RARS1
ENST00000338333.5|FBLL1	0.924140296084872	FBLL1
ENST00000239231.7|PANK3	0.952149953626356	PANK3
ENST00000519560.6|SLIT3	0.965559896910532	SLIT3
ENST00000265295.9|SPDL1	0.942530996952068	SPDL1
ENST00000520908.7|DOCK2	0.963903074711333	DOCK2
ENST00000377365.4|INSYN2B	0.920043006159832	INSYN2B
ENST00000306268.8|FOXI1	0.924390406939463	FOXI1
ENST00000524171.5|C5orf58	0.90286662669018	C5orf58
ENST00000046794.10|LCP2	0.962337736276784	LCP2
ENST00000390656.8|KCNIP1	0.622916965737826	KCNIP1
ENST00000274629.9|KCNMB1	0.901057154420634	KCNMB1
ENST00000518525.5|GABRP	0.929440310148229	GABRP
ENST00000522066.5|RANBP17	0.969131358709531	RANBP17
ENST00000296921.6|TLX3	0.95017758407307	TLX3
ENST00000678267.1|NPM1	0.894542258561918	NPM1
ENST00000274625.6|FGF18	0.905418129793412	FGF18
ENST00000639838.1|SMIM23	0.9498144362636	SMIM23
ENST00000296933.10|FBXW11	0.986391142969726	FBXW11
ENST00000176763.10|STK10	0.958941065829717	STK10
ENST00000393792.3|UBTD2	0.937076290239053	UBTD2
ENST00000311601.6|SH3PXD2B	0.956770937254133	SH3PXD2B
ENST00000369800.6|NEURL1B	0.945473771688064	NEURL1B
ENST00000239223.4|DUSP1	0.941034858673496	DUSP1
ENST00000326654.6|ERGIC1	0.887818437828848	ERGIC1
ENST00000521476.5|RPL26L1	0.957623565538773	RPL26L1
ENST00000519374.6|ATP6V0E1	0.990275916247868	ATP6V0E1
ENST00000296953.6|CREBRF	0.878922846888669	CREBRF
ENST00000231668.13|BNIP1	0.980000869437556	BNIP1
ENST00000329198.5|NKX2-5	0.936572141385014	NKX2-5
ENST00000265087.9|STC2	0.906603229767172	STC2
ENST00000311086.9|BOD1	0.984252477641794	BOD1
ENST00000265085.10|CPEB4	0.858100423159738	CPEB4
ENST00000340147.7|C5orf47	0.954930387585411	C5orf47
ENST00000303177.8|NSG2	0.922695453956999	NSG2
ENST00000239243.7|MSX2	0.928435185729585	MSX2
ENST00000393752.3|DRD1	0.913713340010083	DRD1
ENST00000321442.10|SFXN1	0.94343815942808	SFXN1
ENST00000624694.2|HRH2	0.937415661278084	HRH2
ENST00000359546.8|CPLX2	0.960381193243291	CPLX2
ENST00000513482.1|THOC3	0.953795837193234	THOC3
ENST00000515817.5|FAM153B	0.84602266041121	FAM153B
ENST00000508296.5|RP11-826N14.7	0.84602266041121	RP11-826N14.7
ENST00000443967.5|SIMC1	0.932300401732012	SIMC1
ENST00000298569.9|KIAA1191	0.860972323447106	KIAA1191
ENST00000310389.6|ARL10	0.950549691397297	ARL10
ENST00000618911.4|NOP16	0.928332642993226	NOP16
ENST00000274787.3|HIGD2A	0.965820747225173	HIGD2A
ENST00000510734.5|CLTB	0.943811642491994	CLTB
ENST00000261942.7|FAF2	0.968249260099665	FAF2
ENST00000274811.9|RNF44	0.870136855349065	RNF44
ENST00000510636.5|CDHR2	0.905642504700641	CDHR2
ENST00000303991.5|GPRIN1	0.915654811786958	GPRIN1
ENST00000614675.4|SNCB	0.954158737347331	SNCB
ENST00000647833.1|EIF4E1B	0.827255315054819	EIF4E1B
ENST00000298564.14|TSPAN17	0.937528529829215	TSPAN17
ENST00000509580.2|UNC5A	0.977635752959517	UNC5A
ENST00000292432.10|HK3	0.879028063161939	HK3
ENST00000511320.6|UIMC1	0.878482266683312	UIMC1
ENST00000358149.8|ZNF346	0.959978540139507	ZNF346
ENST00000292408.9|FGFR4	0.887584255402727	FGFR4
ENST00000439151.7|NSD1	0.935464050217531	NSD1
ENST00000303251.11|RAB24	0.92551549592867	RAB24
ENST00000427908.6|MXD3	0.956642549144633	MXD3
ENST00000303204.9|PRELID1	0.952529594985954	PRELID1
ENST00000303127.12|LMAN2	0.933181761163615	LMAN2
ENST00000408923.8|RGS14	0.910086906636234	RGS14
ENST00000324417.6|SLC34A1	0.904086668856206	SLC34A1
ENST00000358571.3|PFN3	0.938781602118311	PFN3
ENST00000253496.4|F12	0.914083816550873	F12
ENST00000355472.10|GRK6	0.918727515892027	GRK6
ENST00000323249.8|PRR7	0.971108345356089	PRR7
ENST00000292385.9|DBN1	0.918292301110782	DBN1
ENST00000486828.6|PDLIM7	0.947804484315753	PDLIM7
ENST00000510898.7|DOK3	0.959865846142904	DOK3
ENST00000506955.5|FAM193B	0.957567647457051	FAM193B
ENST00000332598.7|TMED9	0.947474360499438	TMED9
ENST00000029410.10|B4GALT7	0.911096158204398	B4GALT7
ENST00000360669.10|FAM153A	0.84602266041121	FAM153A
ENST00000308304.2|PROP1	0.939703534243377	PROP1
ENST00000274605.6|N4BP3	0.886188587436728	N4BP3
ENST00000515098.5|RMND5B	0.990847181429977	RMND5B
ENST00000274606.8|NHP2	0.926595773572948	NHP2
ENST00000463439.3|GMCL2	0.891111289179393	GMCL2
ENST00000504898.5|HNRNPAB	0.911897910519991	HNRNPAB
ENST00000308158.10|PHYKPL	0.979650597069539	PHYKPL
ENST00000390654.8|COL23A1	0.955278471839868	COL23A1
ENST00000521621.5|CLK4	0.91834250366842	CLK4
ENST00000648368.1|MSANTD5	0.936047936285868	MSANTD5
ENST00000638723.1|CTD-2537M22.2	0.949181791312988	CTD-2537M22.2
ENST00000335815.7|ZNF354A	0.949181791312988	ZNF354A
ENST00000322434.8|ZNF354B	0.949181791312988	ZNF354B
ENST00000361362.7|ZFP2	0.921967047380941	ZFP2
ENST00000519564.2|ZNF454	0.920793780470955	ZNF454
ENST00000650031.1|GRM6	0.92805101284718	GRM6
ENST00000444149.7|ZNF879	0.930586996376449	ZNF879
ENST00000315475.7|ZNF354C	0.926943924372703	ZNF354C
ENST00000251582.12|ADAMTS2	0.94305863487708	ADAMTS2
ENST00000437570.6|RUFY1	0.878502938305419	RUFY1
ENST00000356731.9|HNRNPH1	0.919604511003605	HNRNPH1
ENST00000376974.5|CBY3	0.874231600162013	CBY3
ENST00000681168.1|CANX	0.905939320153803	CANX
ENST00000292599.4|MAML1	0.916219313076375	MAML1
ENST00000292596.15|LTC4S	0.940761612647483	LTC4S
ENST00000337755.9|MGAT4B	0.875488174094546	MGAT4B
ENST00000389805.9|SQSTM1	0.926429390253898	SQSTM1
ENST00000518219.5|MRNIP	0.955748158387249	MRNIP
ENST00000356834.7|TBC1D9B	0.914514467547121	TBC1D9B
ENST00000522208.6|RNF130	0.930030615748752	RNF130
ENST00000393371.6|RASGEF1C	0.925454943283217	RASGEF1C
ENST00000452135.7|MAPK9	0.905109446056682	MAPK9
ENST00000253778.13|GFPT2	0.930413176443043	GFPT2
ENST00000618123.4|CNOT6	0.863438744967952	CNOT6
ENST00000292641.4|SCGB3A1	0.952759270321979	SCGB3A1
ENST00000261937.11|FLT4	0.915624388404434	FLT4
ENST00000333055.8|MGAT1	0.918011124028311	MGAT1
ENST00000512132.5|ZFP62	0.833512081213763	ZFP62
ENST00000231229.8|BTNL8	0.909471452568003	BTNL8
ENST00000342868.7|BTNL3	0.896398325861163	BTNL3
ENST00000327705.14|BTNL9	0.926507025817436	BTNL9
ENST00000641318.1|OR2V1	0.910020259445607	OR2V1
ENST00000641492.1|OR2V2	0.961618275608387	OR2V2
ENST00000274773.12|TRIM7	0.937626593186105	TRIM7
ENST00000315073.10|TRIM41	0.920171491623353	TRIM41
ENST00000502844.5|RACK1	0.898208476292704	RACK1
ENST00000611618.1|TRIM52	0.907098364916512	TRIM52
ENST00000456475.1|OR4F3	0.904785672711781	OR4F3
ENST00000604971.5|DUSP22	0.910934832667096	DUSP22
ENST00000380956.9|IRF4	0.918341342204433	IRF4
ENST00000230449.9|EXOC2	0.913893912994296	EXOC2
ENST00000380907.2|HUS1B	0.942367528986928	HUS1B
ENST00000296839.5|FOXQ1	0.940006850495916	FOXQ1
ENST00000645481.2|FOXF2	0.896070535022002	FOXF2
ENST00000645831.2|FOXC1	0.946302013323087	FOXC1
ENST00000380815.5|GMDS	0.942589900499141	GMDS
ENST00000274643.9|MYLK4	0.857726550326995	MYLK4
ENST00000380773.9|WRNIP1	0.986391142969726	WRNIP1
ENST00000380739.6|SERPINB1	0.958147259459365	SERPINB1
ENST00000380698.5|SERPINB9	0.92097648154251	SERPINB9
ENST00000644178.1|SERPINB6	0.949120589676775	SERPINB6
ENST00000338130.7|NQO2	0.896035558275311	NQO2
ENST00000678874.1|RIPK1	0.868073075944327	RIPK1
ENST00000430655.6|BPHL	0.952767173357367	BPHL
ENST00000333628.4|TUBB2A	0.942850847868996	TUBB2A
ENST00000259818.8|TUBB2B	0.936321438841556	TUBB2B
ENST00000473000.2|PSMG4	0.96856531807139	PSMG4
ENST00000436008.6|SLC22A23	0.964154369496134	SLC22A23
ENST00000380283.5|PXDC1	0.958583083626773	PXDC1
ENST00000380274.2|FAM50B	0.972338494324234	FAM50B
ENST00000337659.11|PRPF4B	0.939287501023974	PRPF4B
ENST00000274673.8|FAM217A	0.920207135786595	FAM217A
ENST00000465828.5|ECI2	0.877047213844208	ECI2
ENST00000397588.8|CDYL	0.9731211880421	CDYL
ENST00000380051.7|RPP40	0.951491371723447	RPP40
ENST00000405617.4|PPP1R3G	0.958061979711041	PPP1R3G
ENST00000330636.9|LYRM4	0.928023828831906	LYRM4
ENST00000648580.1|FARS2	0.904717832236231	FARS2
ENST00000622188.4|NRN1	0.925481652370686	NRN1
ENST00000264870.8|F13A1	0.885924227330724	F13A1
ENST00000379953.6|LY86	0.958531414143252	LY86
ENST00000379938.7|RREB1	0.908035998505117	RREB1
ENST00000244763.9|SSR1	0.916895096114269	SSR1
ENST00000502583.6|CAGE1	0.859208272578308	CAGE1
ENST00000379834.7|RIOK1	0.927737198243646	RIOK1
ENST00000379802.8|DSP	0.940775513658805	DSP
ENST00000342415.6|SNRNP48	0.93122349259512	SNRNP48
ENST00000283147.7|BMP6	0.928266617999588	BMP6
ENST00000379757.9|TXNDC5	0.946316296460934	TXNDC5
ENST00000397457.7|BLOC1S5	0.900502511130063	BLOC1S5
ENST00000397456.2|EEF1E1-BLOC1S5	0.956966080607169	EEF1E1-BLOC1S5
ENST00000379715.10|EEF1E1	0.956966080607169	EEF1E1
ENST00000644923.2|SLC35B3	0.902320076101512	SLC35B3
ENST00000379608.9|TFAP2A	0.837522590130436	TFAP2A
ENST00000316170.9|GCNT2	0.903037383090664	GCNT2
ENST00000503680.1|C6orf52	0.905112582019085	C6orf52
ENST00000379568.4|PAK1IP1	0.882937797616823	PAK1IP1
ENST00000541412.5|TMEM14C	0.902088468991516	TMEM14C
ENST00000463448.5|TMEM14B	0.922461542447769	TMEM14B
ENST00000480294.1|RP11-637O19.3	0.922461542447769	RP11-637O19.3
ENST00000313243.6|MAK	0.923057319976427	MAK
ENST00000379491.5|GCM2	0.903942814651598	GCM2
ENST00000341041.8|SYCP2L	0.839299831887718	SYCP2L
ENST00000354666.4|ELOVL2	0.918713914951788	ELOVL2
ENST00000416247.4|SMIM13	0.918598170708699	SMIM13
ENST00000472091.2|ERVFRD-1	0.960142767056661	ERVFRD-1
ENST00000448183.6|NEDD9	0.91884116108804	NEDD9
ENST00000379426.2|TMEM170B	0.939828050955144	TMEM170B
ENST00000414691.8|ADTRP	0.950155067546185	ADTRP
ENST00000379388.7|HIVEP1	0.895926741415837	HIVEP1
ENST00000379375.6|EDN1	0.904323223987282	EDN1
ENST00000675203.1|PHACTR1	0.907229884429734	PHACTR1
ENST00000606370.5|TBC1D7	0.881191573500615	TBC1D7
ENST00000379287.4|GFOD1	0.916054387069111	GFOD1
ENST00000679663.1|SIRT5	0.838621527447078	SIRT5
ENST00000451315.7|NOL7	0.940441360979163	NOL7
ENST00000011619.6|RANBP9	0.928047399853878	RANBP9
ENST00000379170.8|MCUR1	0.920351819871177	MCUR1
ENST00000488300.6|RNF182	0.939287501023974	RNF182
ENST00000379153.4|CD83	0.941279081936206	CD83
ENST00000341776.7|JARID2	0.888716498153393	JARID2
ENST00000338950.9|DTNBP1	0.909734538991243	DTNBP1
ENST00000356840.8|MYLIP	0.918602642822288	MYLIP
ENST00000259727.5|GMPR	0.941824034013623	GMPR
ENST00000244769.8|ATXN1	0.893574448979951	ATXN1
ENST00000536551.6|STMND1	0.943224790762804	STMND1
ENST00000379052.10|RBM24	0.924061580138946	RBM24
ENST00000229922.7|CAP2	0.934721720087648	CAP2
ENST00000259963.4|FAM8A1	0.970097191702536	FAM8A1
ENST00000537253.5|NUP153	0.967733041447878	NUP153
ENST00000340650.6|NHLRC1	0.982062578076366	NHLRC1
ENST00000309983.5|TPMT	0.906875297040825	TPMT
ENST00000650836.2|KDM1B	0.864638157695046	KDM1B
ENST00000652689.1|DEK	0.918242059769992	DEK
ENST00000259939.4|RNF144B	0.870360895404317	RNF144B
ENST00000378700.8|ID4	0.940764670604748	ID4
ENST00000324607.8|MBOAT1	0.928638038755651	MBOAT1
ENST00000346618.8|E2F3	0.890277430043324	E2F3
ENST00000274695.8|CDKAL1	0.880712722763105	CDKAL1
ENST00000244745.4|SOX4	0.94729356144495	SOX4
ENST00000617911.4|PRL	0.928287083098612	PRL
ENST00000510882.4|HDGFL1	0.897402915459556	HDGFL1
ENST00000378478.5|NRSN1	0.905424087038176	NRSN1
ENST00000378454.8|DCDC2	0.922196763288669	DCDC2
ENST00000274766.2|KAAG1	0.859123607106016	KAAG1
ENST00000443868.6|MRS2	0.950948786597258	MRS2
ENST00000230036.2|GPLD1	0.903650506732432	GPLD1
ENST00000357578.8|ALDH5A1	0.972338494324234	ALDH5A1
ENST00000535378.5|KIAA0319	0.899721236069984	KIAA0319
ENST00000341060.3|TDP2	0.922877756734338	TDP2
ENST00000537591.5|ACOT13	0.898001144956595	ACOT13
ENST00000378119.9|C6orf62	0.918265462081677	C6orf62
ENST00000230056.8|GMNN	0.872651822990403	GMNN
ENST00000565469.4|ARMH2	0.928968188642453	ARMH2
ENST00000259698.9|RIPOR2	0.892361024258488	RIPOR2
ENST00000329474.7|CARMIL1	0.960373902089581	CARMIL1
ENST00000377961.3|SCGN	0.951904808336184	SCGN
ENST00000297012.5|H2AC1	0.90637907399253	H2AC1
ENST00000274764.5|H2BC1	0.89825424392482	H2BC1
ENST00000439485.6|SLC17A4	0.858390867194427	SLC17A4
ENST00000244527.10|SLC17A1	0.809752270091209	SLC17A1
ENST00000397060.8|SLC17A3	0.938456844826977	SLC17A3
ENST00000377850.8|SLC17A2	0.886388787023039	SLC17A2
ENST00000357085.5|TRIM38	0.901433938071351	TRIM38
ENST00000244573.5|H1-1	0.941405221834394	H1-1
ENST00000613854.2|H3C1	0.934190574522776	H3C1
ENST00000617569.2|H4C1	0.897627068126359	H4C1
ENST00000377745.4|H4C2	0.898197051752334	H4C2
ENST00000621411.3|H3C2	0.919511531476491	H3C2
ENST00000615868.2|H2AC4	0.854768475101875	H2AC4
ENST00000615966.2|H2BC3	0.888148546360014	H2BC3
ENST00000612966.3|H3C3	0.876288222357955	H3C3
ENST00000343677.4|H1-2	0.927935500299389	H1-2
ENST00000357618.10|HFE	0.927285031650783	HFE
ENST00000377803.4|H4C3	0.914857701384594	H4C3
ENST00000338379.6|H1-6	0.837440984762723	H1-6
ENST00000314332.5|H2BC4	0.875090177225943	H2BC4
ENST00000314088.6|H2AC6	0.86906187895112	H2AC6
ENST00000304218.6|H1-4	0.920473983137979	H1-4
ENST00000289316.2|H2BC5	0.915623951656638	H2BC5
ENST00000634910.1|H2BC6	0.897018131677549	H2BC6
ENST00000614247.2|H4C4	0.901949974393308	H4C4
ENST00000635641.1|RP1-34B20.21	0.897873201058749	RP1-34B20.21
ENST00000356476.3|H3C4	0.925529723634369	H3C4
ENST00000341023.2|H2AC7	0.897873201058749	H2AC7
ENST00000356530.5|H2BC7	0.867905571505595	H2BC7
ENST00000615164.2|H4C5	0.880585246460577	H4C5
ENST00000541790.3|H2BC8	0.925637105914657	H2BC8
ENST00000634733.1|H3C6	0.923889449000601	H3C6
ENST00000244534.7|H1-3	0.919308297773042	H1-3
ENST00000244537.6|H4C6	0.898114411627668	H4C6
ENST00000611444.2|H4C7	0.866146394435852	H4C7
ENST00000618052.2|H3C7	0.839709839583257	H3C7
ENST00000614378.1|H3C8	0.919285615033456	H3C8
ENST00000377733.4|H2BC10	0.938679589398762	H2BC10
ENST00000634956.1|H4C8	0.879017846314754	H4C8
ENST00000377708.7|BTN3A2	0.869806033233517	BTN3A2
ENST00000356709.9|BTN2A2	0.882982568183882	BTN2A2
ENST00000289361.11|BTN3A1	0.850523983794288	BTN3A1
ENST00000244519.7|BTN3A3	0.869806033233517	BTN3A3
ENST00000429381.5|BTN2A1	0.882982568183882	BTN2A1
ENST00000684113.1|BTN1A1	0.923133783620499	BTN1A1
ENST00000377575.3|HMGN4	0.934147960401309	HMGN4
ENST00000274849.3|ABT1	0.969940202263053	ABT1
ENST00000622479.4|ZNF322	0.877978725284426	ZNF322
ENST00000359193.3|H2AC11	0.880907738795132	H2AC11
ENST00000615353.1|H4C9	0.855239295332126	H4C9
ENST00000356950.2|H2BC12	0.930417285035821	H2BC12
ENST00000377459.3|H2AC12	0.877424914420584	H2AC12
ENST00000230582.8|PRSS16	0.961057626906207	PRSS16
ENST00000444565.2|POM121L2	0.884824827532188	POM121L2
ENST00000244576.9|ZNF391	0.910957340363759	ZNF391
ENST00000683788.1|ZNF184	0.903863697087933	ZNF184
ENST00000377401.3|H2BC13	0.859177788293491	H2BC13
ENST00000358739.4|H2AC13	0.888703413873265	H2AC13
ENST00000369163.3|H3C10	0.953652057945473	H3C10
ENST00000333151.5|H2AC14	0.888703413873265	H2AC14
ENST00000621112.2|H2BC14	0.936610730347206	H2BC14
ENST00000355057.3|H4C11	0.897770847374119	H4C11
ENST00000611927.2|H4C12	0.897770847374119	H4C12
ENST00000606613.1|H2BC15	0.907841076280186	H2BC15
ENST00000618958.2|H2AC15	0.904005290616082	H2AC15
ENST00000613174.2|H2AC16	0.905022864068248	H2AC16
ENST00000331442.5|H1-5	0.969191882396774	H1-5
ENST00000616365.2|H3C11	0.929637814306172	H3C11
ENST00000618305.2|H4C13	0.904640995461577	H4C13
ENST00000359303.4|H3C12	0.917021429533523	H3C12
ENST00000359611.4|H2AC17	0.893159452333515	H2AC17
ENST00000616182.2|H2BC17	0.938684100914394	H2BC17
ENST00000303324.4|OR2B2	0.886830409722272	OR2B2
ENST00000377325.2|ZNF165	0.939202035705778	ZNF165
ENST00000340487.5|ZSCAN16	0.920389606268632	ZSCAN16
ENST00000330236.7|ZKSCAN8	0.870914048406011	ZKSCAN8
ENST00000647743.1|ZSCAN9	0.923081579505919	ZSCAN9
ENST00000377294.3|ZKSCAN4	0.933102837821077	ZKSCAN4
ENST00000343684.4|NKAPL	0.876408806000788	NKAPL
ENST00000619937.4|ZSCAN26	0.91016241235886	ZSCAN26
ENST00000621053.1|RP5-874C20.8	0.91016241235886	RP5-874C20.8
ENST00000259883.3|PGBD1	0.912253272701926	PGBD1
ENST00000414429.5|ZSCAN31	0.91826316406735	ZSCAN31
ENST00000377255.3|ZKSCAN3	0.915997894550447	ZKSCAN3
ENST00000684592.1|ZSCAN12	0.91903164985857	ZSCAN12
ENST00000289788.4|ZSCAN23	0.864167983645721	ZSCAN23
ENST00000361902.5|GPX6	0.895586214217606	GPX6
ENST00000412168.7|GPX5	0.897136991895027	GPX5
ENST00000452236.3|ZBED9	0.910733677540969	ZBED9
ENST00000377199.4|TRIM27	0.986043731350628	TRIM27
ENST00000377179.4|ZNF311	0.899920056555529	ZNF311
ENST00000377173.4|OR2B3	0.915896973785571	OR2B3
ENST00000641659.2|OR2J1	0.864613605885087	OR2J1
ENST00000641960.1|OR2J3	0.8776509062156	OR2J3
ENST00000641417.1|OR2J2	0.839172274077952	OR2J2
ENST00000641895.1|OR14J1	0.89968930860045	OR14J1
ENST00000641768.1|OR5V1	0.927828682008297	OR5V1
ENST00000642051.1|OR12D2	0.876589506506234	OR12D2
ENST00000377149.5|OR11A1	0.926901874331106	OR11A1
ENST00000444197.3|OR10C1	0.916715570936132	OR10C1
ENST00000377133.6|OR2H1	0.92041474948705	OR2H1
ENST00000377127.4|MAS1L	0.904984677202423	MAS1L
ENST00000641137.1|OR2I1P	0.895236190019132	OR2I1P
ENST00000377050.5|UBD	0.94971049160894	UBD
ENST00000377034.9|GABBR1	0.920471775575548	GABBR1
ENST00000641840.1|OR2H2	0.92041474948705	OR2H2
ENST00000376894.8|MOG	0.929436157392629	MOG
ENST00000376883.2|ZFP57	0.88639949626912	ZFP57
ENST00000376861.5|HLA-F	0.957490714528932	HLA-F
ENST00000428701.5|HLA-G	0.923603302561477	HLA-G
ENST00000396634.5|HLA-A	0.941422194062861	HLA-A
ENST00000332435.10|POLR1H	0.887738325320465	POLR1H
ENST00000376758.1|PPP1R11	0.903860253722007	PPP1R11
ENST00000244360.8|RNF39	0.874420286956312	RNF39
ENST00000376734.4|TRIM31	0.912101009313108	TRIM31
ENST00000396581.6|TRIM40	0.918958947432487	TRIM40
ENST00000449742.7|TRIM10	0.9586386075279	TRIM10
ENST00000619857.4|TRIM15	0.910389749303657	TRIM15
ENST00000454678.7|TRIM26	0.949106200775786	TRIM26
ENST00000376659.9|TRIM39	0.862187054939943	TRIM39
ENST00000623385.3|TRIM39-RPP21	0.862187054939943	TRIM39-RPP21
ENST00000428040.6|RPP21	0.946812220172723	RPP21
ENST00000376630.5|HLA-E	0.915596395440512	HLA-E
ENST00000376621.8|GNL1	0.94328955379075	GNL1
ENST00000376560.8|PRR3	0.944865759590278	PRR3
ENST00000441867.6|ABCF1	0.937832873182348	ABCF1
ENST00000376511.7|PPP1R10	0.923005878731713	PPP1R10
ENST00000259873.5|MRPS18B	0.967098421115845	MRPS18B
ENST00000376483.8|ATAT1	0.9557241585928	ATAT1
ENST00000293604.10|C6orf136	0.884359549083162	C6orf136
ENST00000376442.8|DHX16	0.982470834832909	DHX16
ENST00000615527.1|PPP1R18	0.965424243313082	PPP1R18
ENST00000259953.8|NRM	0.962121431902448	NRM
ENST00000376406.8|MDC1	0.920392544357403	MDC1
ENST00000396389.5|TUBB	0.92873828892493	TUBB
ENST00000376389.8|FLOT1	0.897808347834825	FLOT1
ENST00000376377.2|IER3	0.910639962323634	IER3
ENST00000324771.12|DDR1	0.898545483030713	DDR1
ENST00000259895.9|GTF2H4	0.924586274895859	GTF2H4
ENST00000321897.9|VARS2	0.855851859662432	VARS2
ENST00000634371.1|SFTA2	0.878404690631389	SFTA2
ENST00000636043.1|MUCL3	0.948271938543497	MUCL3
ENST00000376296.3|MUC21	0.885453499178185	MUC21
ENST00000561890.1|MUC22	0.871058891536096	MUC22
ENST00000259870.4|C6orf15	0.915310268174239	C6orf15
ENST00000259881.10|PSORS1C1	0.859408044701213	PSORS1C1
ENST00000376288.3|CDSN	0.929304607862165	CDSN
ENST00000259845.5|PSORS1C2	0.901741572632144	PSORS1C2
ENST00000396268.7|CCHCR1	0.874060921776884	CCHCR1
ENST00000376257.8|TCF19	0.888486477903913	TCF19
ENST00000513407.1|POU5F1	0.887562182654927	POU5F1
ENST00000383329.7|HLA-C	0.928066587420552	HLA-C
ENST00000412585.7|HLA-B	0.922230952645291	HLA-B
ENST00000616296.4|MICA	0.91792266192379	MICA
ENST00000252229.7|MICB	0.965903791018196	MICB
ENST00000376191.3|MCCD1	0.950758942425628	MCCD1
ENST00000458640.5|DDX39B	0.858748589931859	DDX39B
ENST00000376185.5|ATP6V1G2-DDX39B	0.928966170167695	ATP6V1G2-DDX39B
ENST00000303892.10|ATP6V1G2	0.928966170167695	ATP6V1G2
ENST00000376148.9|NFKBIL1	0.841453654814226	NFKBIL1
ENST00000454783.5|LTA	0.896556761116976	LTA
ENST00000449264.3|TNF	0.938974704420131	TNF
ENST00000429299.3|LTB	0.897870128233715	LTB
ENST00000418507.6|LST1	0.822997381187754	LST1
ENST00000376073.8|NCR3	0.959899188987795	NCR3
ENST00000376059.8|AIF1	0.872498815119488	AIF1
ENST00000376033.3|PRRC2A	0.915967283561485	PRRC2A
ENST00000676571.1|BAG6	0.957040263953822	BAG6
ENST00000375918.6|APOM	0.900876525237116	APOM
ENST00000375911.2|C6orf47	0.908659340924446	C6orf47
ENST00000375906.5|GPANK1	0.914501986944774	GPANK1
ENST00000677388.1|CSNK2B	0.944916319317258	CSNK2B
ENST00000375880.6|XXbac-BPG32J3.22	0.910439741942851	XXbac-BPG32J3.22
ENST00000375864.4|LY6G5B	0.920635262442529	LY6G5B
ENST00000492084.5|ABHD16A	0.856130081332296	ABHD16A
ENST00000461287.1|XXbac-BPG32J3.20	0.933797366741917	XXbac-BPG32J3.20
