gene	length	GC%
ABHD1	68	36.7647058823529
PREB	658	52.7355623100304
PRR30	243	61.7283950617284
TCF23	4107	51.5704894083272
SLC5A6	849	49.469964664311
ATRAID	228	41.6666666666667
CAD	425	53.1764705882353
SLC30A3	1628	56.2653562653563
DNAJC5G	1089	47.3829201101928
TRIM54	554	64.4404332129964
UCN	121	56.198347107438
MPV17	418	46.88995215311
GTF3C2	826	45.8837772397094
EIF2B4	1	100
SNX17	814	55.1597051597052
ZNF513	310	54.8387096774194
PPM1G	400	54
NRBP1	447	60.4026845637584
KRTCAP3	186	43.010752688172
IFT172	4586	51.6790231138247
FNDC4	560	53.9285714285714
GCKR	245	51.8367346938776
C2orf16	193	53.3678756476684
ZNF512	1754	40.7639680729761
CCDC121	1325	32.6792452830189
GPN1	1308	40.5963302752294
SUPT7L	2676	37.9297458893871
SLC4A1AP	293	32.7645051194539
MRPL33	278	45.6834532374101
RBKS	1938	45.0980392156863
BABAM2	466	49.7854077253219
FOSL2	4869	48.675292667899
PLB1	1081	48.1961147086031
PPP1CB	3637	31.481990651636
SPDYA	669	28.4005979073244
TRMT61B	378	29.1005291005291
WDR43	1440	32.9861111111111
TOGARAM2	137	29.1970802919708
PCARE	3174	52.2684310018904
CLIP4	1915	31.4882506527415
ALK	450	40
YPEL5	1690	35.9763313609467
LBH	2407	50.8101371001246
LCLAT1	3606	36.9107043815862
CAPN13	496	49.3951612903226
GALNT14	433	50.5773672055427
CAPN14	1625	41.3538461538461
EHD3	2747	49.5813614852566
XDH	1637	40.6841783750764
SRD5A2	3716	40.9849300322928
MEMO1	3301	33.0808845804302
DPY30	279	31.5412186379928
SPAST	3141	32.378223495702
SLC30A6	3666	36.3066012002182
NLRC4	785	41.4012738853503
YIPF4	10968	39.2870167760759
BIRC6	995	31.0552763819095
TTC27	1794	45.7636566332218
LTBP1	964	33.298755186722
RASGRP3	2013	36.0158966716344
FAM98A	1809	42.620232172471
CRIM1	2434	34.8397699260477
FEZ2	905	34.6961325966851
VIT	426	40.1408450704225
STRN	11758	35.4737200204116
HEATR5B	595	29.5798319327731
GPATCH11	2980	37.6510067114094
EIF2AK2	8063	38.1867791144735
SULT6B1	115	20
CEBPZOS	2883	36.108220603538
CEBPZ	152	25.6578947368421
NDUFAF7	810	38.3950617283951
PRKD3	2675	34.3177570093458
QPCT	495	29.4949494949495
CDC42EP3	3941	37.9345343821365
RMDN2	417	27.5779376498801
CYP1B1	3213	32.8976034858388
ATL2	2040	36.2254901960784
HNRNPLL	2213	29.4170808856756
GALM	1200	47.1666666666667
SRSF7	2284	38.6164623467601
GEMIN6	3110	46.0128617363344
DHX57	570	41.7543859649123
MORN2	434	43.778801843318
ARHGEF33	1611	35.8162631905649
SOS1	4275	35.1345029239766
CDKL4	619	37.6413570274636
MAP4K3	1352	28.9201183431953
TMEM178A	712	39.747191011236
THUMPD2	674	34.4213649851632
SLC8A1	17983	36.3343157426458
PKDCC	829	54.0410132689988
EML4	2341	35.1131994873985
COX7A2L	1881	35.5130249867092
KCNG3	1917	32.6551904016693
MTA3	3548	55.2423900789177
OXER1	427	58.07962529274
HAAO	348	62.0689655172414
ZFP36L2	1917	37.9760041731873
THADA	4178	38.4394447103877
PLEKHH2	2389	37.044788614483
C1GALT1C1L	224	28.5714285714286
DYNC2LI1	2393	36.8992895946511
ABCG5	644	42.0807453416149
ABCG8	5075	46.6009852216749
LRPPRC	2376	40.8249158249158
PPM1B	2301	34.5501955671447
RP11-24I5.1	1740	45.1149425287356
SLC3A1	855	34.8538011695906
PREPL	3130	35.4632587859425
CAMKMT	479	40.2922755741127
SIX3	1311	41.6475972540046
SIX2	988	51.8218623481781
SRBD1	630	32.6984126984127
PRKCE	3109	40.2058539723384
EPAS1	2037	43.1516936671576
ATP6V1E2	184	36.9565217391304
RHOQ	3605	34.8127600554785
PIGF	541	36.2292051756007
CRIPT	5949	37.720625315179
SOCS5	2988	32.4631860776439
MCFD2	3589	43.0760657564781
TTC7A	2200	54.7272727272727
STPG4	1051	52.4262607040913
RP11-761B3.1	852	47.7699530516432
CALM2	571	34.6760070052539
EPCAM	407	30.7125307125307
MSH2	5045	46.2636273538157
KCNK12	11617	49.5136437978824
MSH6	3203	34.2803621604746
FBXO11	1198	33.2220367278798
FOXN2	3852	30.5036344755971
PPP1R21	2858	41.2526242127362
STON1	3211	36.9666770476487
STON1-GTF2A1L	161	28.5714285714286
GTF2A1L	162	28.3950617283951
RP11-310N16.1	1423	40.6886858749122
LHCGR	923	31.6359696641387
FSHR	576	34.5486111111111
NRXN1	3439	32.1895899970922
ASB3	1216	39.2269736842105
CHAC2	671	25.9314456035768
ERLEC1	827	33.0108827085852
GPR75	222	34.2342342342342
PSME4	1509	36.779324055666
ACYP2	1407	35.6076759061834
TSPYL6	1741	42.8489373923033
C2orf73	1019	31.3052011776251
SPTBN1	2876	40.2642559109875
EML6	5132	45.2455183164458
RTN4	967	35.1602895553258
CLHC1	3243	33.950046253469
RPS27A	178	37.6404494382022
MTIF2	53	24.5283018867925
CCDC88A	3358	32.6682549136391
CFAP36	762	36.745406824147
PPP4R3B	2619	35.3570064910271
PNPT1	2176	38.28125
EFEMP1	1106	31.8264014466546
CCDC85A	1817	32.3610346725371
VRK2	524	34.1603053435114
FANCL	518	33.2046332046332
BCL11A	3210	32.2741433021807
PAPOLG	4926	36.6423061307349
REL	9075	36.8815426997245
PUS10	2172	31.3075506445672
PEX13	3220	35.4658385093168
KIAA1841	2118	33.5694050991501
C2orf74	301	30.5647840531561
USP34	639	36.150234741784
XPO1	5851	35.2931122884977
FAM161A	2222	36.6336633663366
CCT4	607	34.2668863261944
COMMD1	306	41.1764705882353
B3GNT2	1317	30.5239179954442
TMEM17	991	38.2441977800202
EHBP1	987	35.1570415400203
OTX1	1520	50.7894736842105
WDPCP	192	29.1666666666667
MDH1	207	29.951690821256
UGP2	1991	40.381717729784
VPS54	1280	34.296875
PELI1	2050	32.4878048780488
LGALSL	2953	36.437521164917
AFTPH	962	31.2889812889813
SERTAD2	4306	39.526242452392
SLC1A4	2719	47.7013607944097
CEP68	3370	38.5459940652819
RAB1A	1639	33.9841366687004
ACTR2	2519	34.1008336641524
SPRED2	2650	43.622641509434
MEIS1	3675	39.2925170068027
ETAA1	5325	31.7746478873239
C1D	1759	29.8465036952814
WDR92	1433	42.6378227494766
RP11-474G23.1	1091	45.6461961503208
PNO1	1436	36.4206128133705
PPP3R1	2106	34.8053181386515
CNRIP1	852	40.4929577464789
PLEK	1637	45.0824679291387
FBXO48	4787	38.3956548986839
APLF	2934	33.6059986366735
PROKR1	2675	43.0654205607477
ARHGAP25	639	45.5399061032864
BMP10	4722	40.1524777636595
GKN2	993	36.3544813695871
GKN1	157	29.2993630573248
ANTXR1	3842	40.2654867256637
GFPT1	6409	35.4189421126541
NFU1	133	25.5639097744361
AAK1	17872	40.3648164726947
ANXA4	1597	34.2517219787101
GMCL1	2380	32.563025210084
SNRNP27	928	31.573275862069
MXD1	4654	39.7292651482596
ASPRV1	568	51.056338028169
PCBP1	389	31.8766066838046
C2orf42	471	39.2781316348195
TIA1	3275	32.5496183206107
PCYOX1	3793	39.546533087266
SNRPG	130	31.5384615384615
FAM136A	1313	40.974866717441
TGFA	3575	42.013986013986
ADD2	6641	45.8364704110827
FIGLA	57	36.8421052631579
CLEC4F	628	54.9363057324841
CD207	839	50.6555423122765
VAX2	1570	59.171974522293
ATP6V1B1	310	60.9677419354839
AC007040.11	2997	54.2876209542876
ANKRD53	887	60.4284103720406
TEX261	2658	51.5048908954101
NAGK	1300	49.0769230769231
MPHOSPH10	86	20.9302325581395
PAIP2B	5741	42.2574464379028
ZNF638	254	30.3149606299213
DYSF	271	57.9335793357934
CYP26B1	2989	52.5928404148545
EXOC6B	3351	44.5240226797971
SPR	621	52.9790660225443
EMX1	937	59.2315901814301
SFXN5	2986	57.4012056262559
RAB11FIP5	2139	54.2309490416082
NOTO	1584	48.1691919191919
SMYD5	1275	57.8039215686274
PRADC1	444	53.1531531531532
CCT7	160	45
FBXO41	4292	56.5237651444548
EGR4	527	55.5977229601518
ALMS1	304	32.5657894736842
NAT8	222	40.990990990991
TPRKB	53	22.6415094339623
DUSP11	1347	38.4558277654046
C2orf78	155	25.8064516129032
STAMBP	5929	43.5823916343397
ACTG2	290	41.0344827586207
DGUOK	210	42.8571428571429
TET3	6000	43.7666666666667
BOLA3	193	34.1968911917098
MOB1A	4040	35.0990099009901
MTHFD2	3323	38.8805296418899
RP11-287D1.3	4483	53.0894490296676
SLC4A5	2584	39.202786377709
DCTN1	345	59.4202898550725
RP11-523H20.5	4967	41.8965170122811
C2orf81	152	53.9473684210526
WDR54	54	51.8518518518518
RTKN	407	55.036855036855
INO80B	80	58.75
INO80B-WBP1	919	58.5418933623504
WBP1	210	53.3333333333333
MOGS	218	47.2477064220183
MRPL53	137	40.8759124087591
CCDC142	1714	50.3500583430572
TTC31	2326	52.2355975924334
LBX2	410	56.8292682926829
PCGF1	100	43
TLX2	959	57.8727841501564
DQX1	315	44.1269841269841
AUP1	328	55.4878048780488
HTRA2	334	46.4071856287425
LOXL3	1348	47.106824925816
DOK1	422	54.5023696682464
M1AP	833	48.1392557022809
SEMA4F	3632	48.9812775330396
HK2	2418	40.7775020678246
POLE4	706	39.8016997167139
TACR1	2969	44.6278208150893
EVA1A	918	37.7995642701525
MRPL19	6921	35.630689206762
GCFC2	1961	33.1463539010709
LRRTM4	1644	31.9951338199513
REG3G	225	44
REG1B	193	38.860103626943
REG1A	194	38.659793814433
REG3A	219	45.662100456621
CTNNA2	907	37.2657111356119
LRRTM1	1816	40.9691629955947
SUCLG1	676	44.0828402366864
DNAH6	181	35.9116022099448
TRABD2A	267	42.3220973782771
TMSB10	248	54.4354838709677
KCMF1	6063	40.0956622134257
TCF7L1	925	49.0810810810811
TGOLN2	4645	44.4779332615716
RETSAT	1287	44.988344988345
ELMOD3	1789	53.7171604248183
CAPG	140	60.7142857142857
SH2D6	689	60.2322206095791
MAT2A	1509	43.1411530815109
GGCX	5214	43.2681242807825
VAMP8	451	51.4412416851441
VAMP5	249	57.429718875502
RNF181	385	55.5844155844156
TMEM150A	492	56.0975609756098
USP39	475	47.5789473684211
C2orf68	3691	44.7846112164725
SFTPB	2384	48.7835570469799
GNLY	183	57.9234972677596
ATOH8	4493	54.0841308702426
ST3GAL5	4410	43.4920634920635
POLR1A	7207	50.5758290550853
PTCD3	4598	42.9317094388865
IMMT	332	37.9518072289157
MRPL35	3122	38.7251761691224
REEP1	3046	38.9363099146422
KDM3A	6509	41.2813028114918
CHMP3	2374	41.027801179444
RNF103-CHMP3	136	50.7352941176471
RNF103	445	30.561797752809
RMND5A	4630	38.3153347732181
CD8A	1309	44.3086325439267
CD8B	4140	46.9806763285024
RGPD1	1429	40.517844646606
PLGLB1	2897	39.0058681394546
PLGLB2	2658	39.6162528216704
RGPD2	1432	40.5027932960894
KRCC1	579	29.3609671848014
SMYD1	2872	44.5682451253482
FABP1	1432	45.6005586592179
THNSL2	504	56.7460317460317
FOXI3	1420	46.4084507042254
TEX37	111	43.2432432432432
EIF2AK3	795	35.8490566037736
RPIA	851	37.2502937720329
IGKC	200	52.5
TEKT4	54	61.1111111111111
MAL	537	50.2793296089386
MRPS5	1988	39.2857142857143
ZNF514	4282	41.7795422699673
ZNF2	2211	43.7358661239258
PROM2	2089	54.6194351364289
KCNIP3	2028	62.2781065088757
FAHD2A	3659	52.8833014484832
TRIM43	205	29.2682926829268
ANKRD36C	6	33.3333333333333
GPAT2	213	49.2957746478873
ADRA2B	1921	56.376887038001
ASTL	1032	61.046511627907
DUSP2	654	56.2691131498471
STARD7	1871	41.7423837520043
TMEM127	5294	51.6622591613147
CIAO1	2822	42.5939050318923
SNRNP200	674	47.9228486646884
ITPRIPL1	2218	42.200180342651
NCAPH	3740	44.2780748663102
NEURL3	611	50.5728314238953
ARID5A	321	59.190031152648
KANSL3	2518	47.2200158856235
FER1L5	195	42.0512820512821
LMAN2L	2085	49.8321342925659
CNNM4	2357	51.6334323292321
CNNM3	2766	48.6984815618221
ANKRD23	1637	59.9877825290165
ANKRD39	4386	55.1299589603283
SEMA4C	908	56.057268722467
FAM178B	391	61.6368286445013
FAHD2B	172	60.4651162790698
ANKRD36	1353	40.7982261640798
ANKRD36B	1644	40.7542579075426
COX5B	275	39.6363636363636
ACTR1B	919	56.474428726877
C2orf92	738	41.1924119241192
ZAP70	362	66.8508287292818
TMEM131	763	35.64875491481
VWA3B	4738	47.150696496412
CNGA3	1346	41.0104011887073
INPP4A	6784	43.9416273584906
COA5	1438	38.2475660639777
UNC50	211	25.1184834123223
MGAT4A	6460	38.4365325077399
CRACDL	686	43.002915451895
TSGA10	936	32.0512820512821
RP11-111H13.1	735	44.6258503401361
C2orf15	835	39.8802395209581
LIPT1	78	24.3589743589744
RP11-38C17.1	66	18.1818181818182
MITD1	712	32.8651685393258
MRPL30	3856	41.2344398340249
LYG2	184	53.804347826087
LYG1	136	37.5
TXNDC9	700	31.1428571428571
EIF5B	1912	34.571129707113
REV1	764	32.5916230366492
AFF3	6055	40.9578860445912
LONRF2	12423	43.4194638976093
CHST10	1385	53.8628158844765
NMS	16	43.75
PDCL3	243	27.9835390946502
NPAS2	1247	42.6623897353649
RPL31	2077	46.3168030813674
TBC1D8	593	40.6408094435076
CNOT11	903	38.2059800664452
RNF149	1637	34.3921808185706
CREG2	5373	36.3856318630188
RFX8	189	23.8095238095238
MAP4K4	3440	39.796511627907
IL1R2	152	38.1578947368421
IL1R1	3115	43.7239165329053
IL1RL2	761	53.3508541392904
IL1RL1	2668	41.5292353823088
IL18R1	1890	39.1534391534392
IL18RAP	384	44.7916666666667
SLC9A4	1284	37.0716510903427
SLC9A2	2866	36.8457780879274
MFSD9	3790	42.8232189973615
TMEM182	2711	33.530062707488
POU3F3	1561	48.1101857783472
MRPS9	199	37.6884422110553
GPR45	490	51.0204081632653
TGFBRAP1	2969	46.6823846412934
C2orf49	3840	35.703125
FHL2	3571	44.2173060767292
NCK2	1096	50.2737226277372
ECRG4	229	33.6244541484716
UXS1	715	36.2237762237762
RGPD3	1813	34.9145063430778
CD8B2	4155	47.1720818291215
ST6GAL2	5074	37.9188017343319
RGPD4	1813	34.8041919470491
SLC5A7	3133	32.4289818065752
SULT1C3	206	35.9223300970874
SULT1C2	1451	39.4900068917988
SULT1C4	1557	41.1689145793192
GCC2	1785	34.5658263305322
LIMS1	3239	35.5356591540599
RANBP2	1908	32.4947589098532
CCDC138	325	25.8461538461538
EDAR	2436	42.2824302134647
SH3RF3	2963	51.0293621329733
SEPTIN10	1140	30.3508771929825
SOWAHC	2923	34.6219637358878
RGPD5	1809	35.2681039248203
LIMS3	751	42.2103861517976
AC013271.7	2158	50.4170528266914
MALL	1825	50.0821917808219
NPHP1	2204	40.9709618874773
MTLN	234	52.1367521367521
AC108938.5	2158	50.4170528266914
LIMS4	751	42.2103861517976
RGPD6	1809	35.2681039248203
BUB1	436	34.1743119266055
ACOXL	2794	62.0615604867573
BCL2L11	4424	43.3092224231465
ANAPC1	1651	40.2786190187765
MERTK	697	33.2855093256815
TMEM87B	3171	35.6354462314727
FBLN7	712	50.9831460674157
ZC3H8	4955	39.8183652875883
ZC3H6	7575	35.5379537953795
RGPD8	1809	35.3233830845771
TTL	12944	41.2314585908529
POLR1B	4089	39.8141354854488
CHCHD5	2742	51.8234865061999
SLC20A1	800	38.75
NT5DC4	429	34.4988344988345
CKAP2L	2474	37.7930476960388
IL1A	1142	34.3257443082312
IL1B	610	41.8032786885246
IL37	73	39.7260273972603
IL36G	609	38.9162561576355
IL36B	585	33.3333333333333
IL36RN	2071	44.6644133268952
IL1F10	479	44.0501043841336
IL1RN	1145	49.2576419213974
PSD4	7976	51.2788365095286
PAX8	2536	53.6277602523659
CBWD2	461	27.114967462039
FOXD4L1	672	46.875
RABL2A	1263	48.4560570071259
SLC35F5	8509	36.6435538841227
ACTR3	5141	32.1921805096285
DPP10	3435	34.7307132459971
DDX18	1653	35.8136721113128
CCDC93	4865	45.3237410071942
INSIG2	2675	33.7196261682243
EN1	767	49.9348109517601
MARCO	140	55.7142857142857
C1QL2	559	61.8962432915921
STEAP3	2314	52.247191011236
C2orf76	247	27.9352226720648
DBI	89	41.5730337078652
TMEM37	1064	52.2556390977444
SCTR	274	58.3941605839416
CFAP221	2095	46.6825775656325
TMEM177	329	46.2006079027356
PTPN4	7829	32.2902030910717
EPB41L5	4212	42.3076923076923
TMEM185B	4445	47.1316085489314
RALB	1450	40.3448275862069
INHBB	1929	49.7148781752203
GLI2	1978	47.5227502527806
TFCP2L1	7754	48.4137219499613
CLASP1	3085	45.2836304700162
NIFK	779	34.788189987163
TSN	2646	38.4353741496599
CNTNAP5	6931	38.262876929736
GYPC	525	55.6190476190476
TEX51	191	56.5445026178011
BIN1	499	55.1102204408818
CYP27C1	3439	41.8726373945915
ERCC3	2854	48.8787666433076
MAP3K2	8911	33.3408147233756
PROC	296	47.972972972973
IWS1	232	34.4827586206897
MYO7B	311	65.2733118971061
LIMS2	853	63.8921453692849
GPR17	883	56.8516421291053
WDR33	5296	47.3753776435045
SFT2D3	3066	42.3352902804958
POLR2D	4554	44.8177426438296
AMMECR1L	3588	45.7357859531773
SAP130	789	45.3738910012674
UGGT1	5935	45.4422914911542
HS6ST1	2682	58.3146905294556
RAB6C	1858	34.983853606028
POTEF	709	41.8899858956276
CCDC74B	268	41.044776119403
SMPD4	1146	54.3630017452007
MZT2B	86	44.1860465116279
TUBA3E	86	48.8372093023256
CCDC115	1026	45.906432748538
IMP4	1499	46.1641094062708
PTPN18	2181	53.7826685006878
POTEI	3361	48.3487057423386
CFC1B	708	47.4576271186441
CFC1	712	47.3314606741573
POTEJ	160	36.25
GPR148	141	39.0070921985816
AMER3	3476	50.517836593786
ARHGEF4	1064	58.6466165413534
FAM168B	4589	45.4783177162781
PLEKHB2	3078	44.1520467836257
POTEE	595	41.5126050420168
RAB6D	2464	32.9951298701299
MZT2A	258	53.1007751937985
TUBA3D	86	53.4883720930233
CCDC74A	268	41.4179104477612
ANKRD30BL	540	42.7777777777778
GPR39	976	50.3073770491803
LYPD1	2759	45.9224356650961
NCKAP5	1501	33.311125916056
MGAT5	5774	49.0128160720471
TMEM163	957	44.932079414838
ACMSD	174	25.2873563218391
CCNT2	4694	33.4682573498083
MAP3K19	359	33.4261838440111
RAB3GAP1	1929	41.3685847589425
ZRANB3	3368	39.7565320665083
R3HDM1	977	36.7451381780962
UBXN4	2169	34.071000461042
LCT	474	41.5611814345992
MCM6	1209	36.1455748552523
DARS1	1435	30.4529616724739
CXCR4	520	34.0384615384615
THSD7B	1113	33.6927223719677
HNMT	2234	31.6920322291853
SPOPL	4467	31.6991269308261
NXPH2	1765	33.4844192634561
LRP1B	1763	31.8774815655133
KYNU	13661	35.8831710709319
ARHGAP15	2374	34.3723673125527
GTDC1	8984	40.1936776491541
ZEB2	5370	33.2029795158287
ACVR2A	3548	33.6245772266065
ORC4	5113	37.1210639546255
MBD5	4030	35.0868486352357
EPC2	1192	32.2986577181208
KIF5C	4062	39.4633185622846
LYPD6B	552	46.195652173913
LYPD6	3288	38.9902676399027
MMADHC	330	28.4848484848485
RND3	1792	35.1004464285714
RBM43	2966	39.1436277815239
NMI	223	26.457399103139
TNFAIP6	513	25.5360623781676
RIF1	7101	34.741585692156
NEB	421	33.9667458432304
ARL5A	4479	32.417950435365
CTD-2021K4.1	1770	40.0564971751412
CACNB4	6253	31.3129697745082
STAM2	3773	31.9374503047972
FMNL2	1921	35.2420614263404
PRPF40A	4713	32.7604498196478
ARL6IP6	2556	32.9420970266041
RPRM	898	54.6770601336303
GALNT13	3428	34.4515752625438
KCNJ3	3041	34.034856954949
NR4A2	1307	34.4299923488906
GPD2	3485	34.5480631276901
GALNT5	7143	34.9433011339773
ERMN	2632	35.6003039513678
CYTIP	1058	34.6880907372401
ACVR1C	7151	31.8556845196476
ACVR1	1280	35.703125
UPP2	1264	37.4208860759494
CCDC148	1040	28.2692307692308
PKP4	2202	40.8719346049046
DAPL1	210	42.3809523809524
TANC1	1647	31.8761384335155
WDSUB1	232	22.8448275862069
BAZ2B	1286	31.0264385692068
MARCHF7	3685	33.2428765264586
CD302	3223	34.5950977350295
LY75	1689	33.6885731201895
PLA2R1	9772	36.7990176013099
ITGB6	2065	32.8813559322034
RBMS1	2621	34.1091186570011
TANK	831	27.5571600481348
PSMD14	317	33.7539432176656
TBR1	1643	40.9616555082167
SLC4A10	2123	29.9105040037683
DPP4	2679	40.5001866368048
GCG	482	30.0829875518672
FAP	295	31.864406779661
IFIH1	126	23.8095238095238
GCA	2880	29.7916666666667
KCNH7	422	33.8862559241706
FIGN	6941	35.0958075205302
GRB14	619	24.5557350565428
COBLL1	5758	34.2480027787426
SLC38A11	2251	37.5832963127499
SCN3A	2624	30.8689024390244
SCN2A	9027	39.2821535393819
CSRNP3	9654	35.052827843381
GALNT3	1193	28.4995808885163
TTC21B	11481	37.7057747582963
SCN1A	12188	38.6855923859534
SCN9A	3487	31.2016059650129
SCN7A	2007	31.2904833084205
XIRP2	1936	36.5702479338843
B3GALT1	4021	38.0004973887093
STK39	1474	34.6675712347354
CERS6	5472	37.1345029239766
NOSTRIN	369	42.2764227642276
SPC25	540	38.1481481481481
G6PC2	1921	40.3435710567413
ABCB11	2841	43.0482224568814
DHRS9	400	43.5
LRP2	1554	35.5855855855856
BBS5	2073	59.6719729860106
RP11-724O16.1	226	31.4159292035398
KLHL41	562	32.0284697508897
FASTKD1	1317	39.7114654517844
PPIG	3866	31.4536989136058
CCDC173	416	31.9711538461538
PHOSPHO2	9	44.4444444444444
KLHL23	2146	32.6654240447344
METTL5	499	33.4669338677355
UBR3	2288	30.8129370629371
MYO3B	2046	39.7849462365591
SP5	674	51.4836795252225
ERICH2	77	29.8701298701299
GAD1	1888	41.3135593220339
GORASP2	1000	41.2
TLK1	2957	33.6151504903619
METTL8	8426	41.1583194873012
DCAF17	3938	35.6018283392585
CYBRD1	3302	37.5529981829194
DYNC1I2	2269	31.5557514323491
SLC25A12	1869	37.5601926163724
HAT1	1225	42.6122448979592
METAP1D	2024	52.5691699604743
DLX1	1417	46.6478475652788
DLX2	1105	51.2217194570136
ITGA6	2391	36.4282726892514
PDK1	12700	38.4488188976378
RAPGEF4	1126	32.5932504440497
MAP3K20	5616	37.2507122507123
CDCA7	1333	33.2333083270818
SP3	9166	35.0534584333406
OLA1	2979	36.3544813695871
SP9	960	45.625
CIR1	475	27.7894736842105
SCRN3	1680	33.3928571428571
GPR155	4545	37.4257425742574
WIPF1	2973	36.4951227716112
CHRNA1	532	37.593984962406
CHN1	1307	37.2609028309105
ATF2	2350	29.7872340425532
ATP5MC3	2030	34.5320197044335
LNPK	6070	36.1449752883031
EVX2	2635	43.8330170777989
HOXD13	1214	38.8797364085667
HOXD12	1729	51.6483516483517
HOXD11	612	50.9803921568627
HOXD10	706	39.6600566572238
HOXD9	762	55.6430446194226
HOXD8	1083	35.7340720221607
HOXD3	824	51.5776699029126
HOXD4	284	59.8591549295775
HOXD1	765	40
MTX2	1243	37.5703942075623
HNRNPA3	4537	35.4198809786202
NFE2L2	477	27.2536687631027
AGPS	6728	34.6611177170036
TTC30B	1768	35.4638009049774
TTC30A	3705	33.0364372469636
PDE11A	1338	39.9850523168909
RBM45	2557	36.2925303089558
OSBPL6	7334	37.0466321243523
PRKRA	1103	35.8114233907525
PJVK	828	36.7149758454106
FKBP7	2106	34.9477682811016
PLEKHA3	12576	35.7108778625954
TTN	1023	35.6793743890518
CCDC141	4416	35.7563405797101
SESTD1	8221	34.8132830555893
ZNF385B	1268	35.9621451104101
CWC22	253	26.4822134387352
UBE2E3	553	36.3471971066908
ITGA4	3413	33.518898329915
CERKL	3143	32.8985046134267
NEUROD1	1323	29.7808012093726
ITPRID2	5086	39.9134880062918
PPP1R1C	2431	31.0160427807487
PDE1A	3046	34.3729481286934
DNAJC10	20072	36.7875647668394
FRZB	1574	36.0864040660737
NCKAP1	16587	38.2166757098933
DUSP19	4350	35.5402298850575
NUP35	549	32.7868852459016
ZNF804A	466	28.3261802575107
FSIP2	64	25
ZC3H15	628	34.0764331210191
ITGAV	3609	29.592684954281
FAM171B	3136	31.1543367346939
ZSWIM2	509	26.5225933202358
CALCRL	4220	29.0521327014218
TFPI	2706	33.1116038433112
GULP1	6984	29.7394043528064
COL3A1	972	31.8930041152263
COL5A2	2172	32.3664825046041
WDR75	3992	37.249498997996
SLC40A1	1288	32.0652173913043
ASNSD1	105	20.952380952381
ASDURF	290	37.2413793103448
ANKAR	20	15
OSGEPL1	778	37.5321336760925
ORMDL1	1443	33.8877338877339
PMS1	192	26.0416666666667
C2orf88	3336	34.9220623501199
MSTN	1558	29.1399229781772
HIBCH	1306	29.8621745788668
INPP1	263	34.6007604562738
MFSD6	2096	35.7824427480916
NEMP2	4851	37.0645227788085
NAB1	2433	32.1824907521578
GLS	2566	36.9446609508963
STAT1	1617	36.9202226345083
STAT4	264	37.1212121212121
MYO1B	1426	31.7671809256662
NABP1	11265	37.1770972037284
CAVIN2	1613	30.8121512709237
TMEFF2	2836	28.8434414668547
SLC39A10	2661	33.6715520481022
DNAH7	218	29.3577981651376
STK17B	3864	34.6014492753623
HECW2	7205	35.5308813324081
CCDC150	239	40.1673640167364
GTF3C3	1528	32.9842931937173
C2orf66	1011	34.0257171117705
PGAP1	8230	33.4143377885784
ANKRD44	4005	34.4069912609238
SF3B1	8770	39.4298745724059
COQ10B	1384	35.9104046242775
HSPD1	1492	41.2868632707775
HSPE1	206	31.5533980582524
HSPE1-MOB4	80	26.25
MOB4	3053	33.1149688830658
RFTN2	3784	35.2801268498943
MARS2	1208	33.8576158940397
BOLL	1676	30.1312649164678
PLCL1	2901	32.8852119958635
SATB2	2703	34.4802071772105
FTCDNL1	1164	44.7594501718213
C2orf69	2387	30.9593632174277
TYW5	4154	36.9523350987
MAIP1	297	28.6195286195286
SPATS2L	4233	42.8537680132294
KCTD18	1142	32.8371278458844
SGO2	632	30.8544303797468
AOX1	816	32.7205882352941
BZW1	5160	36.4922480620155
CLK1	110	27.2727272727273
PPIL3	488	30.9426229508197
NIF3L1	260	34.2307692307692
ORC2	2324	38.4681583476764
FAM126B	7552	33.7658898305085
NDUFB3	119	31.0924369747899
CFLAR	12714	43.212207015888
CASP10	4574	46.3707914298207
CASP8	1117	37.7797672336616
FLACC1	384	39.0625
TRAK2	3336	36.3309352517986
STRADB	671	35.9165424739195
C2CD6	191	31.9371727748691
TMEM237	4071	39.1549987718005
MPP4	335	28.3582089552239
ALS2	2306	34.38855160451
CDK15	2283	38.0201489268506
FZD7	2069	41.4209763170614
KIAA2012	211	33.6492890995261
SUMO1	1071	32.6797385620915
NOP58	225	33.7777777777778
BMPR2	7803	32.9873125720877
FAM117B	3993	36.9396443776609
ICA1L	6383	39.8088673037756
WDR12	6599	38.4755265949386
CARF	4639	30.9980599267083
NBEAL1	7840	31.8239795918367
CYP20A1	9118	42.9151129633692
ABI2	20376	40.5624263839812
RAPH1	5755	36.8027801911381
CD28	4000	41.025
CTLA4	1153	37.4674761491761
ICOS	1978	40.8998988877654
PARD3B	4349	42.3315704759715
NRP2	3075	44
INO80D	10647	35.3245045552738
NDUFS1	9368	40.8411614005124
EEF1B2	635	44.8818897637795
GPR1	860	35
ZDBF2	2834	31.863091037403
ADAM23	3500	37.4857142857143
FAM237A	571	31.6987740805604
DYTN	197	38.5786802030457
MDH1B	720	36.1111111111111
FASTKD2	4387	40.6428082972418
CPO	38	63.1578947368421
KLF7	7076	41.7750141322781
CREB1	8930	34.1769316909295
METTL21A	3931	53.8031035359959
CCNYL1	2476	37.9644588045234
FZD5	4384	40.4881386861314
